LP 6,3,Picture 50(Line955),Picture 59(Line942),Picture 42(Line479),,,Part2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(w2)/2, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"w, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP 14,7,Picture 12,Line ~45,24.03.2021,,Picture 52,Line 20,22.03.2021,Part 3,,Picture 52,Line 146,22.03.2021,Part 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V, mkm/s",1,2,3,4,5,6,7,8,9,10,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, nm",,,,"33,5","438,5","704,5",859,1030,"1353,5","1256,5","1354,5",1527,1582,1565,"1569,5","1531,5",1493,"1454,5",1424,1406,1356,"1295,5",1274,1275,"1253,5",1228,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, nm",,,,,33,214,480,696,841,948,"995,5","1207,5","1215,5",1267,1241,1217,"1183,5","1152,5",1153,"1093,5",1059,1033,"1030,5",1014,983,"973,5","946,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, nm",,,,,"5,5",168,432,704,828,"931,5","1000,5",1200,"1238,5","1281,5","1263,5",1237,1197,1184,1177,"1140,5",1094,"1079,5","1063,5",1045,1021,1009,985,"973,5","956,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(w1)/2, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(w2)/2, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"w, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP 11,"5,5",Picture 57,Line 163,22.03.2021,Part 3,,Picture 68,22.03.2021,Part 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V, mkm/s",1,2,3,4,5,6,7,8,9,10,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, nm",,,,,"3,45","37,25","164,15",496,635,"714,5","727,5","938,5","944,5",952,"956,5","953,5",947,"946,5",901,879,"891,5","891,5","858,5","821,5",800,"770,5","758,5",755,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, nm",,,,,,"35,5","264,85","522,55","651,95","704,6","718,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"w, nm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(w1)/2, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(w2)/2, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"w, nm",,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP, mW",3,"3,5",5,"5,5",6,"6,5",7,"7,5",,,"10,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V{max}, mkm/s",80,70,30,50,50,40,30,40,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V{min}, mkm/s",30,9,5,5,4,4,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"log(t{min}), log(ms)","-2,045757491","-1,522878745","-1,26760624","-1,26760624","-1,170696227","-1,170696227","-1,170696227","-1,045757491",,,"-0,5686362358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"log(LP), log(mW)","0,4771212547","0,5440680444","0,6989700043","0,7403626895","0,7781512504","0,8129133566","0,84509804","0,8750612634",,,"1,021189299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP = 6,5 mW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^3/V, mW^3*s/mkm","68,65625","54,925","45,77083333","39,23214286","34,328125","30,51388889","27,4625","27,4625","13,73125","9,154166667","6,865625","5,4925","4,577083333","3,923214286","3,4328125","3,051388889","2,74625","2,496590909","2,288541667","2,1125","1,961607143","1,830833333","1,71640625","1,615441176","1,525694444","1,445394737","7,7175","2,8125","2,286666667","1,830833333","1,44","1,109166667","0,8333333333","0,2858333333","0,18","8,26875","3,013392857","2,45","1,961607143","1,542857143","1,188392857","0,8928571429","0,30625","0,1928571429","6,43125","2,34375","1,905555556","1,525694444","1,2","0,9243055556","0,6944444444","0,2381944444","0,15","9,646875","3,515625","2,858333333","2,288541667","1,8","1,386458333","1,041666667","0,3572916667","0,225","43,2",36,"30,85714286",27,24,"21,6","21,6","10,8","7,2","5,4","4,32","3,6","3,085714286","2,7","2,4","2,16","1,963636364","1,8","1,661538462","1,542857143","1,44","1,35","1,270588235","1,2","1,136842105","1,08","85,75","68,6","57,16666667",49,"42,875","38,11111111","34,3","34,3","17,15","11,43333333","8,575","6,86","5,716666667","4,9","4,2875","3,811111111","3,43","3,118181818","2,858333333","2,638461538","2,45","2,286666667","2,14375","2,017647059","1,905555556","1,805263158"
"h, нм",,"75,5",424,626,868,"1028,5",1073,1035,1261,1293,"1300,5",1300,1283,"1281,5",1247,1191,"1151,5",1122,"1095,5",1059,"1019,5",978,"975,5","957,5","943,5","906,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1860,5",1372,"1253,5",978,1035,800,706,366,"70,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1896,5",1394,1275,"1019,5",1067,"821,5","718,5","362,85","83,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705,"1265,5",,"943,5",1067,755,673,"342,5","50,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1948,5",1451,"1295,5","1095,5","1093,5","891,5","753,5","366,5","132,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,45","262,5",470,"710,5","843,5","947,5",991,"1211,5","1255,5",1282,"1294,5","1251,5",1222,1207,1200,"1170,5",1111,"1093,5",1077,1067,1035,"1034,5",1002,"998,5","988,5","964,5",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,5","438,5","704,5",859,1030,"1353,5","1256,5","1354,5",1527,1582,1565,"1569,5","1531,5",1493,"1454,5",1424,1406,1356,"1295,5",1274,1275,"1253,5",1228,1191,,
V = 150 mkm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mW^2*s/mkm","0,735","0,375","0,3266666667","0,2816666667","0,24","0,2016666667","0,1666666667","0,08166666667","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, нм","1860,5",1372,"1253,5",978,1035,800,706,366,"70,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V = 140 mkm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mW^2*s/mkm","0,7875","0,4017857143","0,35","0,3017857143","1,542857143","1,188392857","0,8928571429","0,30625","0,1928571429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, нм","1896,5",1394,1275,"1019,5",1067,"821,5","718,5","362,85","83,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V = 180 mkm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mW^2*s/mkm","6,43125","2,34375","1,905555556","1,525694444","1,2","0,9243055556","0,6944444444","0,2381944444","0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, нм",1705,"1265,5",,"943,5",1067,755,673,"342,5","50,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V = 120 mkm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mW^2*s/mkm","9,646875","3,515625","2,858333333","2,288541667","1,8","1,386458333","1,041666667","0,3572916667","0,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, нм","1948,5",1451,"1295,5","1095,5","1093,5","891,5","753,5","366,5","132,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP = 6,0 mW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mW^2*s/mkm","43,2",36,"30,85714286",27,24,"21,6","21,6","10,8","7,2","5,4","4,32","3,6","3,085714286","2,7","2,4","2,16","1,963636364","1,8","1,661538462","1,542857143","1,44","1,35","1,270588235","1,2","1,136842105","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, нм","14,45","262,5",470,"710,5","843,5","947,5",991,"1211,5","1255,5",1282,"1294,5","1251,5",1222,1207,1200,"1170,5",1111,"1093,5",1077,1067,1035,"1034,5",1002,"998,5","988,5","964,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP = 7,0 mW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mW^2*s/mkm","85,75","68,6","57,16666667",49,"42,875","38,11111111","34,3","34,3","17,15","11,43333333","8,575","6,86","5,716666667","4,9","4,2875","3,811111111","3,43","3,118181818","2,858333333","2,638461538","2,45","2,286666667","2,14375","2,017647059","1,905555556","1,805263158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h, нм","33,5","438,5","704,5",859,1030,"1353,5","1256,5","1354,5",1527,1582,1565,"1569,5","1531,5",1493,"1454,5",1424,1406,1356,"1295,5",1274,1275,"1253,5",1228,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP, mW",6,7,"7,5",,,,ln(LP),"1,791759469","1,945910149","2,014903021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V, mkm/s",100,170,200,,,,ln(V),"4,605170186","5,135798437","5,298317367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V = 20 mkm/s,,,V = 6 mkm/s,,,V = 10 mkm/s,,,V = 20 mkm/s,,,V = 40 mkm/s,,,V = 80 mkm/s,,,V = 160 mkm/s,,,V = 200 mkm/s,,,V = 10 mkm/s(double),,,V = 180 mkm/s,,,V = 50 mkm/s,,,V = 30 mkm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LP^2/V, mJ/mkm","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,"LP, mW","h, нм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,45",,,3,,,3,,,3,,,3,"115,35",,3,"162,45",,3,"70,3",,3,"44,6",,3,,,3,"50,7",,3,"147,5",,3,"16,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,6125","321,2",,"3,5",,,"3,5","139,65",,"3,5","321,2",,"3,5","402,25",,"3,5","409,4",,"3,5","357,45",,"3,5","327,8",,"3,5","107,8",,"3,5","342,5",,"3,5","409,65",,"3,5","383,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,25",833,,5,5,,5,606,,5,833,,5,849,,5,823,,5,686,,5,639,,5,535,,5,673,,5,"846,5",,5,"852,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,5125","938,5",,"5,5","37,25",,"5,5","727,5",,"5,5","938,5",,"5,5",952,,"5,5","946,5",,"5,5","770,5",,,,,"5,5","714,5",,"5,5",755,,"5,5","956,5",,"5,5","944,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,1125",1261,,6,"262,5",,6,991,,6,"1211,5",,6,1282,,6,1207,,6,"1034,5",,6,"964,5",,6,"947,5",,6,"998,5",,6,"1294,5",,6,"1255,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,45",1527,,"6,5",424,,"6,5",1035,,"6,5",1261,,"6,5","1300,5",,"6,5",1247,,"6,5","975,5",,"6,5","878,5",,"6,5",1073,,"6,5","943,5",,"6,5",1300,,"6,5",1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,8125",1598,,7,"713,25","704,5",7,1323,"1354,5",7,"1527,75",1527,7,1574,1565,7,1468,"1454,5",7,1250,1228,,,,7,1246,"1256,5",7,,,7,"1574,5","1569,5",7,1571,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,5125","2155,5",,"7,5","844,5","982,5","7,5",1470,1451,"7,5","1631,5","1612,5","7,5","1686,25",1676,"7,5",1598,"1578,5","7,5",1364,"1336,5","7,5",1162,,"7,5","1456,25",1449,"7,5","1300,75","1265,5","7,5","1694,5",1670,"7,5","1673,75","1656,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,722,7,,"1291,5",7,,"1528,5",7,,1583,7,,"1481,5",7,,1272,7,1163,,7,,"1235,5",7,1204,,7,,"1579,5",7,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"7,5",,"706,5","7,5",,1489,"7,5",,"1650,5","7,5",,"1696,5","7,5",,"1617,5","7,5",,"1391,5","7,5",,,"7,5",,"1463,5","7,5",,1336,"7,5",,1719,"7,5",,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"10,5",1346,,"10,5",2050,,"10,5","2155,5",,"10,5","2173,5",,"10,5",2089,,"10,5","1813,5",,"10,5","1538,5",,"10,5",1979,,"10,5",1705,,"10,5",2171,,"10,5","2185,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,